"Lng","Lat","tradeTime","activeDays","followers","totalPrice","price","square","livingRoom","drawingRoom","kitchen","bathRoom","floor","buildingType","constructionTime","renovationCondition","buildingStructure","ladderRatio","elevator","fiveYearsProperty","subway","district","communityAverage"
116.473169,39.994603,"2016-10-11",218,74,690,60231,114.56,2,2,1,2,19,"combination of plate and tower","2003","Simplicity","steel-concrete composite",0.4,"Elevator","No five years property","Subway",7,67136
116.450729,39.977923,"2016-09-29",206,37,1400,64517,217,4,2,1,3,27,"plate","2010","rough","steel-concrete composite",0.667,"Elevator","No five years property","Subway",7,109848
116.357993,39.886227,"2016-07-31",146,84,465,61500,75.61,3,1,1,1,16,"tower","1980","hardcover","steel-concrete composite",0.333,"Elevator","Five years property","No subway",10,81213
116.367231,40.088456,"2016-09-03",180,120,459,36827,124.64,3,1,1,2,6,"plate","2006","hardcover","brick and concrete",0.5,"No elevator","Five years property","Subway",6,44755
116.430012,40.066244,"2016-08-25",171,43,368,27059,136,2,3,1,3,6,"plate","Î´Öª","hardcover","mixed",0.5,"No elevator","Five years property","No subway",6,39940
116.508909,39.868786,"2016-07-20",135,46,212,38885,54.52,1,1,1,1,11,"plate","2007","hardcover","steel-concrete composite",0.2,"Elevator","Five years property","Subway",7,51007
116.366335,39.877194,"2016-07-11",126,64,441,66819,66,3,1,1,1,6,"plate","1985","Simplicity","mixed",0.333,"No elevator","No five years property","No subway",10,89209
116.343992,40.078436,"2016-07-17",132,1,143.8,26630,54,1,0,1,1,19,"tower","2011","hardcover","steel-concrete composite",0.235,"Elevator","No five years property","Subway",6,54156
116.399693,39.972072,"2016-07-21",136,50,280,53764,52.08,1,1,1,1,13,"combination of plate and tower","1992","hardcover","steel-concrete composite",0.118,"Elevator","Five years property","Subway",7,71985
116.34663,40.096608,"2016-09-08",185,183,455,44974,101.17,2,1,1,1,6,"plate","2004","Simplicity","mixed",0.333,"Elevator","No five years property","Subway",6,48298
116.441781,39.991956,"2016-07-19",134,260,487,58345,83.47,2,1,1,1,24,"tower","1998","hardcover","steel-concrete composite",0.167,"Elevator","Five years property","No subway",7,70655
116.456795,39.973905,"2016-09-22",199,51,1148,68575,167.41,3,2,1,2,28,"plate","2006","hardcover","steel-concrete composite",1,"Elevator","No five years property","Subway",7,86465
116.487307,39.935988,"2016-07-15",129,32,455,52602,86.5,2,2,1,1,21,"tower","2000","Simplicity","steel-concrete composite",0.2,"Elevator","Five years property","Subway",7,61250
116.320535,39.890098,"2016-08-28",173,41,360,53596,67.17,2,1,1,1,18,"tower","1990","other","steel-concrete composite",0.25,"Elevator","Five years property","Subway",2,58959
116.432684,40.077562,"2016-07-27",142,48,323,26695,121,2,1,1,2,11,"combination of plate and tower","2008","rough","steel-concrete composite",0.5,"Elevator","Five years property","No subway",6,38384
116.330198,40.074228,"2016-07-03",118,28,418,41313,101.18,2,1,1,1,8,"plate","2007","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","Subway",6,50205
116.382606,39.983696,"2016-07-22",136,56,558,70633,79,3,1,1,1,6,"plate","1993","hardcover","mixed",0.333,"No elevator","Five years property","Subway",8,89952
116.432142,39.902354,"2016-06-29",113,23,440,73826,59.6,1,1,1,1,17,"plate","2004","hardcover","steel-concrete composite",0.25,"Elevator","No five years property","Subway",1,95392
116.450152,39.910913,"2016-06-20",104,60,730,40579,179.9,3,1,1,2,11,"tower","2004","hardcover","steel-concrete composite",0.286,"Elevator","No five years property","Subway",7,65170
116.400088,40.113401,"2016-07-07",122,33,297,16593,179,4,2,1,2,6,"plate","1999","hardcover","brick and concrete",0.5,"No elevator","Five years property","No subway",6,34535
116.482231,40.009521,"2016-07-19",133,46,416,41970,99.12,2,2,1,2,6,"plate","1997","Simplicity","mixed",0.333,"No elevator","No five years property","Subway",7,66864
116.390643,39.997027,"2016-07-28",143,39,550,60018,91.64,2,2,1,1,22,"tower","1999","hardcover","steel-concrete composite",0.2,"Elevator","No five years property","No subway",7,67062
116.203052,39.921408,"2016-07-30",144,47,190,32259,58.9,2,1,1,1,6,"tower","1984","hardcover","mixed",0.25,"No elevator","Five years property","No subway",9,50187
116.334045,39.757413,"2016-09-14",190,66,320,25631,124.85,3,1,1,1,7,"plate","1994","Simplicity","mixed",0.5,"No elevator","Five years property","Subway",4,39845
116.416376,39.84928,"2016-07-25",139,58,440,38371,114.67,2,2,1,1,20,"combination of plate and tower","2005","Simplicity","steel-concrete composite",0.286,"Elevator","Five years property","Subway",2,44116
116.394288,39.972468,"2016-09-13",189,40,515,94496,54.5,1,1,1,1,10,"plate","1995","hardcover","mixed",0.133,"Elevator","Five years property","Subway",10,117634
116.386786,39.966887,"2016-09-06",182,27,558,92385,60.4,2,1,1,1,6,"plate","1983","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",10,119762
116.427853,39.966824,"2016-08-10",156,24,460,71164,64.64,2,1,1,1,4,"plate","1979","hardcover","brick and concrete",0.333,"No elevator","Five years property","Subway",1,85073
116.431342,40.071807,"2016-06-17",101,45,358.5,26115,137.28,3,2,1,2,6,"plate","2000","hardcover","mixed",0.5,"No elevator","Five years property","No subway",6,35931
116.420099,39.901616,"2016-07-18",132,22,224.3,72802,30.81,1,0,1,1,7,"tower","2004","hardcover","steel-concrete composite",0.04,"Elevator","No five years property","Subway",1,96498
116.378481,39.969658,"2016-09-09",185,197,620,104202,59.5,2,1,1,1,6,"plate","1983","Simplicity","mixed",0.333,"No elevator","Five years property","No subway",10,123801
116.421263,39.946757,"2016-10-31",237,158,940,97329,96.58,3,1,1,1,11,"combination of plate and tower","2002","hardcover","steel-concrete composite",0.167,"Elevator","Five years property","Subway",1,123223
116.504397,39.92941,"2016-06-29",113,20,240,38023,63.12,2,1,1,1,6,"plate","1993","Simplicity","mixed",0.333,"No elevator","Five years property","Subway",7,56893
116.348101,40.040414,"2016-08-24",169,14,499,47981,104,2,2,1,1,28,"combination of plate and tower","2005","hardcover","steel-concrete composite",1,"Elevator","Five years property","No subway",8,66988
116.333765,40.07892,"2016-07-04",118,26,483,44872,107.64,4,2,2,2,6,"plate","2003","Simplicity","steel-concrete composite",0.5,"No elevator","Five years property","Subway",6,52980
116.497474,39.810115,"2016-08-18",163,11,250,50000,50,2,1,1,2,24,"tower","2009","hardcover","steel-concrete composite",0.25,"Elevator","No five years property","Subway",3,54282
116.568799,39.853078,"2016-08-19",164,92,375,40886,91.72,2,2,1,1,18,"plate","2008","hardcover","steel-concrete composite",0.667,"Elevator","No five years property","No subway",7,48906
116.349984,39.992769,"2016-10-26",232,140,350,85179,41.09,1,1,1,1,6,"plate","1986","Simplicity","mixed",0.333,"No elevator","Five years property","No subway",8,86119
116.447696,40.041546,"2016-07-30",144,35,610,39401,154.82,3,2,1,2,14,"tower","2004","hardcover","steel-concrete composite",0.333,"Elevator","Five years property","No subway",7,55373
116.439341,40.082372,"2016-07-19",132,13,347,20261,171.27,2,3,1,2,6,"plate","2004","hardcover","mixed",0.333,"No elevator","Five years property","No subway",6,38281
116.280601,40.037442,"2016-07-13",127,22,450,49653,90.63,3,1,1,1,6,"plate","1996","Simplicity","brick and concrete",0.5,"No elevator","Five years property","Subway",8,61954
116.437968,39.959943,"2016-06-24",108,95,375,53526,70.06,3,1,1,1,6,"plate","1986","Simplicity","mixed",0.5,"No elevator","Five years property","Subway",7,68983
116.431358,40.009996,"2016-09-25",201,32,1260,72199,174.52,3,2,1,2,28,"tower","2007","hardcover","steel-concrete composite",0.333,"Elevator","No five years property","Subway",7,76388
116.336244,39.932195,"2016-07-27",140,58,483,75000,64.4,2,1,1,1,16,"tower","1996","hardcover","steel-concrete composite",0.2,"Elevator","Five years property","Subway",8,83944
116.455069,39.844997,"2016-06-29",113,14,450,40541,111,2,1,1,1,20,"tower","2012","Simplicity","steel-concrete composite",0.5,"Elevator","No five years property","Subway",7,63867
116.605035,40.051164,"2016-06-25",109,106,146.6,25998,56.39,2,1,1,1,6,"plate","1991","Simplicity","brick and concrete",0.5,"No elevator","Five years property","No subway",7,39605
116.340959,39.994651,"2016-06-17",101,11,300,58824,51,1,0,1,1,29,"tower","2011","hardcover","steel-concrete composite",0.273,"Elevator","No five years property","Subway",8,88489
116.396395,39.906701,"2016-07-22",136,17,463,84536,54.77,2,0,1,1,11,"plate","1970","rough","steel-concrete composite",0.125,"Elevator","Five years property","Subway",10,105325
116.357981,39.938489,"2016-08-17",162,82,1600,87585,182.68,3,2,1,2,18,"combination of plate and tower","2004","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","Subway",10,135995
116.357981,39.938489,"2016-08-23",168,110,1555,86964,178.81,3,2,1,2,18,"combination of plate and tower","2004","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","Subway",10,135995
116.512253,39.77436,"2016-07-01",115,14,580,35803,162,4,2,1,2,10,"plate","2012","hardcover","steel-concrete composite",1,"Elevator","No five years property","No subway",3,45617
116.399018,39.978141,"2016-07-24",138,28,568,88889,63.9,2,1,1,1,16,"tower","1990","Simplicity","mixed",0.25,"Elevator","Five years property","Subway",10,123002
116.35699,40.093976,"2016-06-29",113,15,430,34489,124.68,3,1,1,2,6,"plate","2005","Simplicity","mixed",0.5,"No elevator","Five years property","Subway",6,46280
116.354913,40.040671,"2016-07-31",144,145,383.8,53462,71.79,2,1,1,1,7,"plate","1998","Simplicity","mixed",0.333,"No elevator","Five years property","Subway",8,60688
116.429352,39.904538,"2016-06-18",101,183,718.5,69287,103.7,3,1,1,1,16,"combination of plate and tower","2006","Simplicity","steel-concrete composite",0.333,"Elevator","Five years property","Subway",1,94514
116.425063,40.044097,"2016-11-24",261,23,245,42983,57,1,2,1,1,20,"combination of plate and tower","2011","hardcover","steel-concrete composite",0.222,"Elevator","No five years property","Subway",7,52870
116.661657,40.18394,"2016-09-06",181,14,302,24959,121,3,2,1,2,5,"plate","2002","Simplicity","mixed",0.5,"No elevator","No five years property","No subway",13,31536
116.346469,39.882483,"2016-08-04",148,68,298,69497,42.88,1,0,1,1,24,"combination of plate and tower","2004","hardcover","steel-concrete composite",0.231,"Elevator","Five years property","No subway",10,81221
116.309984,39.96579,"2016-07-06",120,86,570,78297,72.8,3,1,1,1,20,"tower","1990","Simplicity","steel-concrete composite",0.2,"Elevator","Five years property","Subway",8,88754
116.429768,39.898926,"2016-06-18",102,38,647.5,84354,76.76,1,1,1,1,17,"combination of plate and tower","2004","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","Subway",1,103883
116.411947,40.043403,"2016-08-29",173,11,449,52411,85.67,1,1,1,1,23,"plate","2008","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","No subway",7,72148
116.50891,39.920223,"2016-10-10",215,56,990,40081,247,4,2,1,3,30,"tower","2001","hardcover","steel-concrete composite",0.375,"Elevator","No five years property","Subway",7,61931
116.629641,39.911449,"2016-08-29",174,28,469,26648,176,4,2,1,2,28,"tower","Î´Öª","hardcover","steel-concrete composite",0.3,"Elevator","No five years property","Subway",11,41048
116.45831,39.923422,"2016-06-22",105,5,330,56897,58,1,0,1,1,29,"tower","2008","other","steel-concrete composite",0.231,"Elevator","No five years property","Subway",7,75090
116.419618,39.845427,"2016-06-30",114,9,420,42858,98,2,1,1,1,16,"combination of plate and tower","2005","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","Subway",2,57313
116.45831,39.923422,"2016-07-13",127,3,460,60527,76,1,1,1,1,29,"tower","Î´Öª","other","steel-concrete composite",0.231,"Elevator","No five years property","Subway",7,75090
116.45831,39.923422,"2016-06-17",100,0,325,57018,57,1,0,1,1,29,"tower","Î´Öª","other","steel-concrete composite",0.231,"Elevator","No five years property","Subway",7,75090
116.45831,39.923422,"2016-06-16",100,5,325,56035,58,1,0,1,1,29,"tower","2008","other","steel-concrete composite",0.231,"Elevator","No five years property","Subway",7,75090
116.260837,39.873276,"2016-08-28",173,33,510,48572,105,2,1,1,1,9,"plate","2010","rough","steel-concrete composite",0.5,"Elevator","No five years property","Subway",2,50684
116.508983,39.871912,"2016-07-26",140,26,958,46805,204.68,4,2,1,2,30,"combination of plate and tower","2008","hardcover","steel-concrete composite",1,"Elevator","Five years property","Subway",7,67612
116.413532,39.970005,"2016-07-11",124,41,227,51012,44.5,1,1,1,1,14,"combination of plate and tower","1994","Simplicity","steel-concrete composite",0.2,"Elevator","No five years property","No subway",7,70100
116.468477,40.008959,"2016-07-07",120,32,480,50027,95.95,3,1,1,1,7,"plate","1999","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",7,70059
116.418248,39.964378,"2016-09-10",186,127,438,77086,56.82,2,1,1,1,5,"plate","1980","hardcover","mixed",0.333,"No elevator","Five years property","Subway",1,91391
116.35335,39.875618,"2016-07-29",142,5,890,41405,214.95,3,2,1,2,30,"tower","2001","hardcover","steel-concrete composite",0.25,"Elevator","No five years property","No subway",2,60456
116.16963,39.760938,"2016-06-16",100,8,208,23693,87.79,2,1,1,1,14,"combination of plate and tower","2012","hardcover","steel-concrete composite",0.333,"Elevator","No five years property","No subway",5,36637
116.483762,39.936458,"2016-06-17",100,15,880,53879,163.33,3,1,1,2,21,"combination of plate and tower","2007","hardcover","steel-concrete composite",0.333,"Elevator","Five years property","Subway",7,77211
116.43868,39.941436,"2016-07-26",139,12,1090,40222,271,4,2,1,2,22,"tower","Î´Öª","Simplicity","steel-concrete composite",0.667,"Elevator","No five years property","Subway",1,60459
116.301832,39.972868,"2016-07-19",132,25,1770,96233,183.93,4,2,2,1,14,"plate","2004","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","Subway",8,132223
116.440006,39.998639,"2016-08-12",156,45,1800,72875,247,3,2,1,2,12,"plate","2012","hardcover","steel-concrete composite",1,"Elevator","No five years property","No subway",7,95923
116.442558,39.897106,"2016-09-29",204,169,598,72927,82,2,1,1,1,14,"plate","2008","hardcover","steel-concrete composite",0.333,"Elevator","Five years property","Subway",1,90220
116.47638,39.875691,"2016-06-19",102,11,450,50241,89.57,2,1,1,1,21,"combination of plate and tower","2012","Simplicity","steel-concrete composite",0.4,"Elevator","No five years property","Subway",7,65820
116.442558,39.897106,"2016-09-29",204,82,500,73530,68,2,0,1,1,14,"plate","2008","hardcover","steel-concrete composite",0.333,"Elevator","Five years property","Subway",1,90220
116.470616,39.901069,"2017-01-09",306,77,950,67693,140.34,3,2,1,1,7,"plate","2005","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","Subway",7,73820
116.338231,39.97411,"2016-07-29",142,26,627,73351,85.48,2,2,1,1,24,"tower","1999","Simplicity","steel-concrete composite",0.222,"Elevator","Five years property","Subway",8,83520
116.494382,39.919565,"2016-07-27",140,35,682,52434,130.07,2,2,1,2,26,"tower","2005","hardcover","steel-concrete composite",0.375,"Elevator","Five years property","No subway",7,68904
116.382475,40.00646,"2016-06-18",102,47,370,45561,81.21,2,1,1,1,14,"combination of plate and tower","2000","Simplicity","steel-concrete composite",1,"Elevator","No five years property","Subway",7,68093
116.606151,40.051276,"2016-07-12",125,8,280,27185,103,3,1,1,1,6,"plate","1998","Simplicity","mixed",0.5,"No elevator","No five years property","No subway",7,38468
116.338389,39.889219,"2016-09-14",189,70,620,76724,80.81,2,1,1,1,18,"tower","2000","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","Subway",10,76941
116.511545,39.904464,"2016-06-30",113,27,220,45777,48.06,1,1,1,1,9,"plate","2009","hardcover","steel-concrete composite",0.25,"Elevator","No five years property","Subway",7,59025
116.470259,39.960665,"2016-08-10",154,13,1169,56105,208.36,3,1,1,2,31,"tower","2008","hardcover","steel-concrete composite",0.667,"Elevator","Five years property","Subway",7,69470
116.500382,39.805889,"2016-07-02",115,20,315,26974,116.78,3,2,1,2,18,"combination of plate and tower","2002","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","Subway",3,46608
116.270328,39.858193,"2016-07-07",120,42,175,33019,53,1,1,1,1,21,"tower","2003","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","No subway",2,38925
116.318639,39.933735,"2016-08-31",175,38,530,92983,57,2,1,1,1,5,"plate","1982","hardcover","mixed",0.333,"No elevator","Five years property","Subway",8,95282
116.472485,39.938198,"2016-06-25",109,25,313,50403,62.1,2,1,1,1,6,"plate","1981","Simplicity","steel-concrete composite",0.333,"No elevator","Five years property","Subway",7,68063
116.311823,39.97856,"2016-07-30",143,39,460,86793,53,2,1,1,1,6,"plate","1990","Simplicity","mixed",0.5,"No elevator","Five years property","Subway",8,98937
116.430562,40.045549,"2016-06-24",107,49,418,38704,108,2,2,1,1,26,"tower","2005","Simplicity","steel-concrete composite",0.333,"Elevator","No five years property","No subway",7,52306
116.305672,40.094854,"2016-06-20",103,22,165,35723,46.19,1,1,1,1,4,"plate","2004","Simplicity","mixed",0.25,"No elevator","Five years property","Subway",6,56236
116.364975,40.073376,"2016-08-16",160,84,303,33667,90,2,1,1,1,21,"combination of plate and tower","2009","hardcover","steel-concrete composite",0.4,"Elevator","Five years property","Subway",6,44394
116.370835,39.867038,"2016-07-20",133,24,446,47834,93.24,3,1,1,1,18,"tower","2002","hardcover","steel-concrete composite",0.182,"Elevator","No five years property","No subway",2,61243
116.352299,40.062427,"2016-12-11",277,191,596,79680,74.8,3,0,1,1,18,"tower","1996","Simplicity","steel-concrete composite",0.25,"Elevator","Five years property","Subway",8,74931
116.352622,39.925716,"2016-09-22",197,132,548,93040,58.9,3,1,1,1,6,"plate","1978","hardcover","mixed",0.333,"No elevator","Five years property","No subway",10,103458
116.499423,39.900278,"2016-06-28",111,27,300,44790,66.98,1,1,1,1,23,"combination of plate and tower","2005","hardcover","steel-concrete composite",0.333,"Elevator","Five years property","Subway",7,59536
116.343992,40.078436,"2016-08-26",170,18,141,27648,51,1,0,1,1,19,"tower","2011","Simplicity","steel-concrete composite",0.235,"Elevator","No five years property","Subway",6,54156
116.321095,39.946957,"2016-11-13",249,43,950,84966,111.81,2,2,1,2,26,"tower","2001","hardcover","steel-concrete composite",0.375,"Elevator","No five years property","No subway",8,80715
116.262442,39.897184,"2016-08-15",159,46,216,37776,57.18,1,1,1,1,24,"tower","2000","Simplicity","steel-concrete composite",0.2,"Elevator","No five years property","No subway",2,48789
116.492039,40.004922,"2016-07-07",120,39,758,81009,93.57,2,2,1,1,28,"plate","2006","hardcover","steel-concrete composite",0.667,"Elevator","Five years property","Subway",7,95151
116.399018,39.978141,"2016-09-14",189,110,580,104694,55.4,2,1,1,1,6,"plate","1990","hardcover","mixed",0.5,"No elevator","No five years property","Subway",10,123002
116.560531,39.925155,"2016-07-20",133,72,232.5,37531,61.95,1,1,1,1,6,"plate","1998","hardcover","mixed",0.333,"No elevator","Five years property","Subway",7,49380
116.26348,40.225694,"2016-09-07",182,30,275,21654,127,2,2,1,2,6,"plate","2003","Simplicity","mixed",0.5,"No elevator","No five years property","Subway",6,32488
116.435618,39.929172,"2016-08-11",155,46,568,82117,69.17,2,1,1,1,6,"plate","2003","hardcover","steel-concrete composite",0.333,"No elevator","Five years property","Subway",1,95189
116.555729,40.162058,"2016-07-31",144,65,125,26467,47.23,1,0,1,1,11,"combination of plate and tower","2009","hardcover","mixed",0.333,"No elevator","No five years property","No subway",13,44235
116.362369,39.953608,"2016-12-08",274,45,959,43766,219.12,3,1,1,3,7,"plate","2001","Simplicity","steel-concrete composite",0.143,"Elevator","No five years property","Subway",8,71385
116.422403,39.987661,"2016-07-24",137,74,286.8,59950,47.84,1,1,1,1,12,"plate","1995","hardcover","steel-concrete composite",1,"Elevator","Five years property","Subway",7,69186
116.128533,39.723864,"2016-08-27",171,158,240,25000,96,2,2,1,1,11,"plate","2008","hardcover","steel-concrete composite",0.333,"Elevator","Five years property","Subway",5,30846
116.518854,39.939588,"2016-06-22",105,42,460,46465,99,2,1,1,1,27,"combination of plate and tower","2006","other","steel-concrete composite",0.4,"Elevator","Five years property","No subway",7,58092
116.416675,40.011321,"2016-09-25",200,55,900,59125,152.22,2,2,1,2,24,"tower","2004","hardcover","steel-concrete composite",0.667,"Elevator","No five years property","Subway",7,70291
116.472888,39.986053,"2016-08-31",175,285,442,55099,80.22,2,1,1,1,22,"tower","1998","hardcover","steel-concrete composite",0.2,"Elevator","Five years property","No subway",7,62313
116.43942,40.072066,"2016-09-09",184,83,364.5,35958,101.37,2,1,1,1,16,"tower","2001","hardcover","mixed",0.25,"Elevator","Five years property","No subway",6,40934
116.411805,39.9236,"2016-08-10",153,66,513.9,80185,64.09,3,1,1,1,6,"tower","1988","Simplicity","brick and concrete",0.2,"No elevator","Five years property","Subway",1,108442
116.372543,39.927054,"2016-12-10",276,34,1930,125195,154.16,3,2,1,2,7,"plate","2008","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","No subway",10,133828
116.35335,39.875618,"2016-09-12",186,22,670,41915,159.85,2,2,1,2,30,"tower","2001","Simplicity","steel-concrete composite",0.375,"Elevator","No five years property","No subway",2,60456
116.437896,39.901842,"2016-06-20",102,16,483,63229,76.39,2,1,1,1,18,"combination of plate and tower","2003","Simplicity","steel-concrete composite",0.176,"Elevator","No five years property","Subway",1,83169
116.218729,40.221509,"2016-07-11",124,5,143,19862,72,2,1,1,1,6,"plate","1998","other","mixed",0.5,"No elevator","Five years property","No subway",6,30972
116.4515,39.904606,"2016-07-07",120,33,477,69901,68.24,1,0,1,1,21,"tower","2006","Simplicity","steel-concrete composite",0.25,"Elevator","Five years property","Subway",1,84031
116.392695,39.969608,"2016-06-30",113,77,1480,101225,146.21,3,2,1,2,15,"combination of plate and tower","2002","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","Subway",10,152118
116.437967,40.001107,"2016-09-25",199,69,380,56972,66.7,1,1,1,1,24,"tower","1996","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","Subway",7,69698
116.430843,39.998466,"2016-06-24",107,42,448,57882,77.4,3,1,1,1,6,"plate","1992","Simplicity","mixed",0.333,"No elevator","Five years property","Subway",7,72718
116.416675,40.011321,"2016-08-07",151,15,1050,56693,185.21,3,2,1,2,18,"tower","2004","hardcover","steel-concrete composite",0.4,"Elevator","Five years property","Subway",7,70291
116.380814,39.966567,"2016-07-19",132,14,1040,87103,119.4,3,1,1,1,6,"plate","2000","hardcover","mixed",0.5,"No elevator","Five years property","No subway",10,105479
116.467726,40.005504,"2016-08-17",161,74,495,59639,83,3,1,1,1,7,"plate","2000","Simplicity","steel-concrete composite",0.5,"No elevator","Five years property","Subway",7,63732
116.469531,39.88522,"2016-09-18",193,296,280,48276,58,2,1,1,1,6,"plate","1986","other","mixed",0.333,"No elevator","Five years property","Subway",7,55884
116.489254,40.006445,"2016-08-29",173,55,568,73027,77.78,1,1,1,1,24,"combination of plate and tower","2006","hardcover","steel-concrete composite",0.333,"Elevator","Five years property","Subway",7,75993
116.4388,40.054941,"2016-06-28",111,71,351,66227,53,1,2,1,2,17,"combination of plate and tower","2012","other","steel-concrete composite",0.174,"Elevator","No five years property","Subway",7,77695
116.117724,39.941152,"2016-07-18",130,42,229.5,27651,83,2,1,1,1,14,"combination of plate and tower","2006","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","No subway",12,39492
116.453917,39.881534,"2016-08-11",154,14,890,61169,145.5,3,2,1,2,14,"plate","2004","other","steel-concrete composite",0.5,"Elevator","Five years property","No subway",7,71539
116.352968,39.882495,"2016-07-30",143,20,335,60843,55.06,1,0,1,1,21,"tower","2006","hardcover","steel-concrete composite",0.235,"Elevator","No five years property","No subway",10,83936
116.188935,40.054103,"2016-08-11",154,8,747,49389,151.25,3,2,1,2,9,"plate","2012","Simplicity","steel-concrete composite",0.5,"Elevator","No five years property","No subway",8,56762
116.479295,39.997662,"2016-08-18",162,80,215,35409,60.72,1,1,1,1,34,"tower","2008","hardcover","steel-concrete composite",0.278,"Elevator","Five years property","Subway",7,41980
116.561289,39.830621,"2017-03-18",374,163,415,47696,87.01,2,1,1,1,18,"plate","2013","rough","steel-concrete composite",0.5,"Elevator","No five years property","No subway",11,44200
116.441833,39.866749,"2016-07-03",116,22,310,48514,63.9,2,1,1,1,25,"tower","1995","Simplicity","steel-concrete composite",0.25,"Elevator","Five years property","Subway",2,60626
116.519101,39.906194,"2016-06-20",103,16,235,37727,62.29,1,2,1,1,24,"combination of plate and tower","2006","hardcover","steel-concrete composite",0.4,"Elevator","No five years property","No subway",7,54836
116.602008,40.055731,"2016-06-21",103,21,163,20633,79,2,2,1,1,6,"plate","1993","Simplicity","mixed",0.333,"No elevator","Five years property","No subway",7,37824
116.305672,40.094854,"2016-09-11",186,264,190,41135,46.19,1,1,1,1,4,"plate","2004","Simplicity","mixed",0.25,"No elevator","No five years property","Subway",6,56236
116.439341,40.082372,"2016-07-14",127,9,323,33207,97.27,2,1,1,2,6,"plate","2004","hardcover","mixed",0.333,"No elevator","No five years property","No subway",6,38281
116.292014,39.928693,"2016-07-24",137,70,361,58795,61.4,2,1,1,1,16,"tower","1987","Simplicity","steel-concrete composite",0.25,"Elevator","Five years property","Subway",8,75858
116.433791,39.966931,"2016-07-26",138,148,285,45725,62.33,2,1,1,1,6,"plate","1975","hardcover","mixed",0.333,"No elevator","No five years property","Subway",7,68304
116.431552,40.082903,"2016-07-11",124,16,460,33750,136.3,3,1,1,2,12,"plate","2005","Simplicity","steel-concrete composite",0.333,"Elevator","No five years property","No subway",6,36869
116.302492,39.893778,"2016-06-30",113,34,415,46630,89,2,1,1,1,24,"tower","2004","Simplicity","steel-concrete composite",0.167,"Elevator","Five years property","No subway",8,73200
116.122354,39.937384,"2016-08-28",172,98,370,28592,129.41,4,1,1,2,6,"plate","2000","hardcover","steel-concrete composite",0.5,"No elevator","Five years property","No subway",12,36358
116.392796,39.96812,"2016-08-16",159,28,830,95843,86.6,2,1,1,1,18,"tower","1998","hardcover","mixed",0.25,"Elevator","Five years property","No subway",10,122742
116.349005,40.079347,"2016-07-08",120,126,596,23600,252.55,4,2,1,4,6,"plate","2003","Simplicity","brick and concrete",0.5,"No elevator","Five years property","Subway",6,44326
116.387118,39.960732,"2016-07-27",139,77,590,80120,73.64,2,1,1,1,19,"tower","2005","Simplicity","steel-concrete composite",0.25,"Elevator","No five years property","Subway",10,107453
116.394288,39.972468,"2016-07-31",143,38,483.5,93702,51.6,1,1,1,1,18,"tower","1994","hardcover","mixed",0.2,"Elevator","Five years property","Subway",10,117634
116.344985,39.891739,"2016-06-23",106,64,568,71745,79.17,2,1,1,1,24,"tower","2004","other","steel-concrete composite",0.182,"Elevator","Five years property","Subway",10,89350
116.476546,39.905624,"2016-09-14",188,22,300,46126,65.04,1,0,1,1,12,"combination of plate and tower","2006","hardcover","steel-concrete composite",0.25,"Elevator","No five years property","Subway",7,72269
116.434254,39.935275,"2016-07-06",118,55,910,71351,127.54,4,2,1,2,6,"plate","2003","hardcover","steel-concrete composite",0.5,"No elevator","Five years property","Subway",1,122506
116.393805,39.973724,"2016-09-29",203,37,970,102755,94.4,3,1,1,1,20,"tower","1998","Simplicity","mixed",0.333,"Elevator","No five years property","Subway",10,134983
116.460032,39.879667,"2016-07-23",136,21,315,41366,76.15,3,1,1,1,6,"plate","1993","Simplicity","mixed",0.125,"No elevator","Five years property","Subway",7,55722
116.462543,39.933593,"2016-08-19",162,12,360,56810,63.37,1,0,1,1,22,"tower","Î´Öª","hardcover","steel-concrete composite",0.143,"Elevator","No five years property","Subway",7,74239
116.471888,39.872576,"2016-09-07",181,23,1880,56120,335,5,2,1,4,12,"plate","2009","rough","steel-concrete composite",0.5,"Elevator","No five years property","Subway",7,89166
116.44046,39.86065,"2016-09-24",198,46,428,49196,87,2,1,1,1,16,"tower","2008","hardcover","steel-concrete composite",0.4,"Elevator","Five years property","No subway",2,57690
116.464926,39.88896,"2016-06-19",101,110,254,43794,58,2,1,1,1,6,"plate","1980","Simplicity","steel-concrete composite",0.333,"No elevator","Five years property","Subway",7,59440
