Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Japan,JPN,1993,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,93.83549
Japan,JPN,1992,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,88.94165
Japan,JPN,1991,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,88.76204
Japan,JPN,1990,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,88.69775
Japan,JPN,1989,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,88.49472
Japan,JPN,1988,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,88.28618
Japan,JPN,1987,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,88.18455
Japan,JPN,1986,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,88.06386
Japan,JPN,1985,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,88.09702
Japan,JPN,1984,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,87.99798
Japan,JPN,1983,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,87.98905
Japan,JPN,1982,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,88.17476
Japan,JPN,1981,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,88.2276
Japan,JPN,1980,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,88.29851
Japan,JPN,1979,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,88.15032
Japan,JPN,1978,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,86.22827
Japan,JPN,1977,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,87.91092
Japan,JPN,1976,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,87.64238
Japan,JPN,1975,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,87.41365
Japan,JPN,1974,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,87.3511
Japan,JPN,1973,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,87.20267
Japan,JPN,1972,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,86.79587
Japan,JPN,1971,Percentage of teachers in pre-primary education who are female (%),SE.PRE.TCHR.FE.ZS,86.88999
Japan,JPN,2015,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.01905
Japan,JPN,2014,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.03011
Japan,JPN,2013,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.07871
Japan,JPN,1991,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.01207
Japan,JPN,1990,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.05203
Japan,JPN,1989,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.09
Japan,JPN,1988,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.11478
Japan,JPN,1987,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.04214
Japan,JPN,1986,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.0729
Japan,JPN,1985,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.13602
Japan,JPN,1984,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.07814
Japan,JPN,1983,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.11138
Japan,JPN,1982,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.13907
Japan,JPN,1981,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.07787
Japan,JPN,1980,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.13652
Japan,JPN,1979,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.36897
Japan,JPN,1978,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.08891
Japan,JPN,1977,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.177
Japan,JPN,1976,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.23783
Japan,JPN,1975,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.18068
Japan,JPN,1974,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.15405
Japan,JPN,1973,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.19428
Japan,JPN,1972,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.28663
Japan,JPN,1971,"Cumulative drop-out rate to the last grade of primary education, female (%)",SE.PRM.DROP.FE.ZS,0.30286
Japan,JPN,2015,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.10935
Japan,JPN,2014,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.04048
Japan,JPN,2013,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.03449
Japan,JPN,1991,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.05698
Japan,JPN,1990,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.11246
Japan,JPN,1989,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.15428
Japan,JPN,1988,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.15459
Japan,JPN,1987,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.12954
Japan,JPN,1986,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.12535
Japan,JPN,1985,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.19348
Japan,JPN,1984,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.15883
Japan,JPN,1983,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.21901
Japan,JPN,1982,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.17242
Japan,JPN,1981,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.20011
Japan,JPN,1980,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.22982
Japan,JPN,1979,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.50173
Japan,JPN,1978,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.22674
Japan,JPN,1977,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.23102
Japan,JPN,1976,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.31885
Japan,JPN,1975,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.2598
Japan,JPN,1974,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.20618
Japan,JPN,1973,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.31592
Japan,JPN,1972,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.36772
Japan,JPN,1971,"Cumulative drop-out rate to the last grade of primary education, male (%)",SE.PRM.DROP.MA.ZS,0.44783
Japan,JPN,2015,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.06538
Japan,JPN,2014,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.03542
Japan,JPN,2013,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.05606
Japan,JPN,1991,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.03503
Japan,JPN,1990,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.08299
Japan,JPN,1989,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.12292
Japan,JPN,1988,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.13518
Japan,JPN,1987,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.08691
Japan,JPN,1986,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.09977
Japan,JPN,1985,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.16545
Japan,JPN,1984,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.11949
Japan,JPN,1983,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.16653
Japan,JPN,1982,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.15615
Japan,JPN,1981,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.14054
Japan,JPN,1980,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.18435
Japan,JPN,1979,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.43707
Japan,JPN,1978,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.15963
Japan,JPN,1977,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.20463
Japan,JPN,1976,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.27938
Japan,JPN,1975,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.22117
Japan,JPN,1974,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.18077
Japan,JPN,1973,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.25652
Japan,JPN,1972,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.32825
Japan,JPN,1971,"Cumulative drop-out rate to the last grade of primary education, both sexes (%)",SE.PRM.DROP.ZS,0.37694
Japan,JPN,2016,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3208982
Japan,JPN,2015,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3235558
Japan,JPN,2014,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3273744
Japan,JPN,2013,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3315144
Japan,JPN,1997,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3957411
Japan,JPN,1996,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,4087655
Japan,JPN,1995,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,4202583
Japan,JPN,1994,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,4293958
Japan,JPN,1993,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,4369221
Japan,JPN,1992,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,4471355
Japan,JPN,1991,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,4575098
Japan,JPN,1990,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,4687523
Japan,JPN,1989,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,4816096
Japan,JPN,1988,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,4988708
Japan,JPN,1987,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,5202807
Japan,JPN,1986,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,5412882
Japan,JPN,1985,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,5592698
Japan,JPN,1984,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,5725900
Japan,JPN,1983,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,5804311
Japan,JPN,1982,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,5814092
Japan,JPN,1981,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,5764765
Japan,JPN,1980,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,5668239
Japan,JPN,1979,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,5431877
Japan,JPN,1978,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,5274487
Japan,JPN,1977,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,5174672
Japan,JPN,1976,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,5056696
Japan,JPN,1975,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,4925143
Japan,JPN,1974,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,4792941
Japan,JPN,1973,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,4799940
Japan,JPN,1972,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,4753063
Japan,JPN,1971,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,4706222
Japan,JPN,1997,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,262237
Japan,JPN,1996,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,263626
Japan,JPN,1995,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,276887
Japan,JPN,1994,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,278060
Japan,JPN,1993,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,263635
Japan,JPN,1992,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,268663
Japan,JPN,1991,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,264513
Japan,JPN,1990,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,261776
Japan,JPN,1989,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,255799
Japan,JPN,1988,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,256005
Japan,JPN,1987,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,257591
Japan,JPN,1986,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,260169
Japan,JPN,1985,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,264383
Japan,JPN,1984,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,267464
Japan,JPN,1983,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,269337
Japan,JPN,1982,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,269898
Japan,JPN,1981,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,266971
Japan,JPN,1980,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,261761
Japan,JPN,1979,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,252677
Japan,JPN,1978,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,243341
Japan,JPN,1977,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,236312
Japan,JPN,1976,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,228728
Japan,JPN,1975,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,219663
Japan,JPN,1974,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,210444
Japan,JPN,1973,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,204495
Japan,JPN,1972,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,198760
Japan,JPN,1971,"Teachers in primary education, female (number)",SE.PRM.TCHR.FE,191872
Japan,JPN,2018,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,2017,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,2016,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,2015,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,2014,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,2013,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,2012,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,2011,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,2010,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,2009,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,2008,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,2007,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,2006,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,2005,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,2004,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,2003,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,2002,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,2001,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,2000,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1999,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1998,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1997,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1996,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1995,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1994,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1993,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1992,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1991,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1990,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1989,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1988,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1987,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1986,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1985,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1984,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1983,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1982,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1981,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1980,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1979,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1978,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1977,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1976,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1975,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1974,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1973,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1972,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1971,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,1970,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3
Japan,JPN,2018,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,2017,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,2016,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,2015,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,2014,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,2013,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,2012,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,2011,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,2010,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,2009,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,2008,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,2007,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,2006,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,2005,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,2004,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,2003,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,2002,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,2001,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,2000,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1999,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1998,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1997,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1996,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1995,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1994,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1993,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1992,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1991,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1990,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1989,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1988,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1987,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1986,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1985,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1984,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1983,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1982,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1981,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1980,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1979,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1978,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1977,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1976,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1975,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1974,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1973,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1972,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1971,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,1970,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,3
Japan,JPN,2016,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,3494848
Japan,JPN,2015,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,3525728
Japan,JPN,2014,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,3531323
Japan,JPN,2013,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,3559182
Japan,JPN,1995,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,4852217
Japan,JPN,1994,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,5013127
Japan,JPN,1993,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,5054022
Japan,JPN,1992,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,5248048
Japan,JPN,1991,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,5418667
Japan,JPN,1990,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,5501000
Japan,JPN,1989,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,5578506
Japan,JPN,1988,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,5589346
Japan,JPN,1987,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,5541863
Japan,JPN,1986,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,5446781
Japan,JPN,1985,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,5225838
Japan,JPN,1984,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,5075830
Japan,JPN,1983,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,4974914
Japan,JPN,1982,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,4855884
Japan,JPN,1981,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,4718610
Japan,JPN,1980,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,4579722
Japan,JPN,1979,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,4574576
Japan,JPN,1978,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,4510929
Japan,JPN,1977,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,4432518
Japan,JPN,1976,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,4362848
Japan,JPN,1975,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,4306797
Japan,JPN,1974,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,4283295
Japan,JPN,1973,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,4263565
Japan,JPN,1972,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,4263346
Japan,JPN,1971,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,4281261
